"","taxa","count"
"2995","cf. Myrtus",1
"2996","cf. Narthecium",1
"2997","cf. Narthecium-type",1
"3008","cf. Onagraceae type",1
"3013","cf. Ophioglossum azoricum",1
"3015","cf. Opuntia",1
"3023","cf. Oxyria/Rumex acetosa",1
"3030","cf. Parietaria pensylvanica",1
"3032","cf. Paronychia",1
"3038","cf. Pemphis",1
"3042","cf. Persicaria",1
"3043","cf. Persicaria amphibia",1
"3046","cf. Peucedanum-type",1
"3048","cf. Phacelia hastata",1
"3053","cf. Physalis",1
"3055","cf. Pilularia",1
"3056","cf. Pimpinella major-type",1
"3057","cf. Pinguicula",1
"3061","cf. Pisum",1
"3062","cf. Pityrogramma",1
"3064","cf. Plantago lanceolata-type",1
"3069","cf. Poaceae",1
"3070","cf. Podophyllum",1
"3071","cf. Polemonium",1
"3072","cf. Polyarthra dolichoptera",1
"3073","cf. Polyarthra vulgaris",1
"3078","cf. Polypodium",1
"3079","cf. Polypodium vulgare-type",1
"3080","cf. Polystichum-type",1
"3094","cf. Protium",1
"3104","cf. Puccinia",1
"3106","cf. Purdiaea",1
"3117","cf. Raphanus",1
"3118","cf. Resedaceae",1
"3122","cf. Rheum",1
"3123","cf. Rhinanthus",1
"3124","cf. Rhinanthus-type",1
"3127","cf. Rhodiola",1
"3130","cf. Rhododendron lapponicum",1
"3136","cf. Ribes rubrum-type",1
"3142","cf. Robinia",1
"3148","cf. Rubus arcticus",1
"3160","cf. Salix polaris",1
"3161","cf. Salix/Helleborus viridus",1
"3164","cf. Sambucus nigra-type",1
"3167","cf. Samolus valerandi",1
"3171","cf. Sapotaceae",1
"3173","cf. Saussurea",1
"3182","cf. Scheuchzeria palustris",1
"3183","cf. Scilla/Fritillaria",1
"3184","cf. Scleranthus",1
"3186","cf. Scopinella barbata (type HdV-343)",1
"3187","cf. Scrophularia-type",1
"3197","cf. Selaginella selaginoides",1
"3198","cf. Sempervivum",1
"3200","cf. Seseli libanotis-type",1
"3204","cf. Silene albescens",1
"3205","cf. Silene ampullata",1
"3206","cf. Silene vulgaris-type",1
"3211","cf. Smyrniopsis",1
"3213","cf. Solanum",1
"3214","cf. Solanum dulcamara-type",1
"3224","cf. Stachys glutinosa",1
"3226","cf. Stachytarpheta",1
"3230","cf. Stoebe",1
"3239","cf. Syringa",1
"3244","cf. Tamarix",1
"3245","cf. Tanaecium",1
"3248","cf. Taxus canadensis",1
"3249","cf. Teucrium",1
"3254","cf. Thuja",1
"3256","cf. Thymus",1
"3258","cf. Tilia",1
"3260","cf. Torilis arvensis",1
"3268","cf. Trichomanes speciosum",1
"3270","cf. Trifolium-type",1
"3272","cf. Tripsacum",1
"3274","cf. Triticum",1
"3276","cf. Trollius europaeus",1
"3278","cf. Tussilago",1
"3279","cf. Tynanthus",1
"3288","cf. Valeriana dioica-type",1
"3290","cf. Valerianoideae",1
"3291","cf. Vallea-type (tricol(por)ate, psilate, small)",1
"3292","cf. Vera-duthiea noctiflora ",1
"3296","cf. Verbena",1
"3298","cf. Vernonia",1
"3300","cf. Veronicastrum",1
"3305","cf. Viburnum lentago",1
"3308","cf. Vicia cracca",1
"3309","cf. Vicia-type",1
"3315","cf. Weinmannia",1
"3319","cf. Xylomyces chlamydosporis",1
"3328","Chaenorhinum",1
"3343","Chaetocarpus-type",1
"3345","Chaetomium sp. (type 7A, cellulose)",1
"3348","Chamaebatiaria millefolium",1
"3356","Chamaecytisus",1
"3373","Chaptalia",1
"3375","Chara sp. Glomerus (type 764A)",1
"3384","Chascanum",1
"3385","Chassalia kolly",1
"3388","Cheilanthes alabamensis",1
"3409","Chenopodium/Thalictrum",1
"3416","Chloranthaceae undiff.",1
"3423","Chomelia-type",1
"3425","Chomotriletes sp.",1
"3428","Chouxia",1
"3446","Chrysophyllum undiff.",1
"3448","Chrysophyllum-type bangweolense",1
"3459","Chytranthus macrobotrys",1
"3465","Cicatricosporites australiensis",1
"3468","Cicendia quadrangularis-type",1
"3487","Cingutriletes parvicingulus",1
"3495","Cirsium acaulon",1
"3513","Cissampelos-type (C. mucronata)",1
"3517","Cissus quadrangularis-type",1
"3522","Cistacearumpollenites rotundiporus",1
"3528","Cistus cf. C. albidus",1
"3530","Cistus cf. C. monspeliensis",1
"3532","Cistus hirsutus",1
"3540","Cistus psilosepalus-type",1
"3542","Cistus salviifolius-type",1
"3543","Cistus salviifolius/Fumana laevipes-type",1
"3549","Citharexylum",1
"3551","Citrullus sp.",1
"3558","Cladium mariscus-type",1
"3567","Clappertonia ficifolia",1
"3573","Clausena-type anisata",1
"3574","Clausena/Bersama",1
"3576","Clavamonocolpites sp.",1
"3581","Claytonia perfoliata",1
"3583","Claytonia sibirica",1
"3585","Claytonia-type",1
"3610","Cleome-type arabica",1
"3613","Clerodendrum floribundum",1
"3621","Clidemia comp.",1
"3625","Clinopodium paradoxum",1
"3626","Clinopodium vulgare",1
"3628","Clitoria",1
"3651","Cnidoscolus",1
"3656","Coccocypselum",1
"3660","Coccoloba-type",1
"3666","Cocculus-type hirsutus",1
"3668","Cochliopodium vestitum",1
"3672","Cocos nucifera-type",1
"3678","Codonopsis",1
"3699","Collaea",1
"3703","Collomia",1
"3705","Collospermum comp.",1
"3712","Colombipollis tropicalis",1
"3715","Colutea",1
"3719","Comarum cf. C. palustre",1
"3740","Combretum-type paniculatum",1
"3762","Comptonia",1
"3765","Concavisporites acutus",1
"3767","Conceveibum",1
"3772","Coniferae (type 218, HdV)",1
"3782","Coniochaeta xylariispora (type 6A, HdV)",1
"3793","Connarus-type",1
"3843","Corbichonia",1
"3844","Corbichonia-type decumbens",1
"3852","Cordia africana",1
"3855","Cordia cf. C. cylindrostachya",1
"3860","Cordia sp.",1
"3867","Coriandrum sativum",1
"3868","Coriandrum sp.",1
"3870","Coriaria cf.",1
"3872","Coris",1
"3876","Cornulaca monacantha",1
"3877","Cornulaca monacantha-type",1
"3910","Coronilla undiff.",1
"3911","Coronilla varia-type",1
"3918","Corrigiola telephiifolia-type",1
"3921","Corsinipollenites collaris",1
"3924","Corsinipollenites sp.",1
"3925","Cortusa",1
"3944","Corymbia dichromophloia",1
"3965","Couepia",1
"3975","Coutoubea-type",1
"3977","Crassiectoapertites aff. C. columbianus",1
"3978","Crassiectoapertites columbianus",1
"3996","Crataegus/Sorbus",1
"4000","Cratoxylum-type",1
"4001","Crenea-type",1
"4004","Crepis paludosa",1
"4011","Crinum natans-type",1
"4014","Crithmum maritimum",1
"4019","Crossandra",1
"4020","Crossopetalum",1
"4028","Croton bogotanus",1
"4036","Croton-type I",1
"4037","Croton-type II",1
"4038","Croton-type III",1
"4051","Cryosophila",1
"4057","Cryptogramma cf. C. stelleri",1
"4062","Cryptosepalum-type",1
"4063","Cryptosepalum/Tamarindus",1
"4068","Cucumis dipsaceus-type",1
"4070","Cucumis sativus",1
"4074","Cucurbita maxima",1
"4075","Cucurbita pepo",1
"4097","Cupaniopsis comp.",1
"4102","Cuphea (type B)",1
"4116","Cupressus dupreziana",1
"4125","Curculigo",1
"4130","Cuscuta lupuliformis",1
"4138","Cyananthus",1
"4139","Cyanea",1
"4141","Cyanobacteria (large)",1
"4142","Cyanobacteria (small)",1
"4145","Cyanus triumfettii-type",1
"4164","Cyathea (type IV)",1
"4193","Cyatheaceae cf. Cyathea (striate)",1
"4195","Cyathidites congoensis",1
"4206","Cycas",1
"4207","Cycas revoluta spike",1
"4212","Cyclamen europaeum",1
"4216","Cyclanthaceae",1
"4219","Cyclophyllum barbatum",1
"4220","Cyclophyllum-type",1
"4223","Cyclopyxis eurystoma",1
"4230","Cydonia-type",1
"4242","Cynometra",1
"4284","Cyst (type HdV-704)",1
"4290","Cystopteris montana",1
"4300","Cytisus sect. Spartopsis",1
"4314","Dactylis-type",1
"4336","Daphne cf. D. mezereum",1
"4340","Daphne mezereum",1
"4341","Daphne oleoides",1
"4348","Daphnopsis cf. D. beta",1
"4369","Decaisnina signata",1
"4376","Delitschia (type TM-6)",1
"4379","Delonix elata",1
"4387","Deltoidospora/Todisporites sp.",1
"4411","Desmodium-type repandum",1
"4416","Detarium senegalense-type",1
"4419","Dialium guineense",1
"4420","Dialium-type",1
"4431","Diatenopteryx",1
"4435","Dichapetalum",1
"4437","Dichondra-type micrantha",1
"4445","Dichrostachys-type",1
"4455","Diclidanthera",1
"4459","Dicoma",1
"4473","Dictyosporium toruloides (type 824, HdV)",1
"4489","Digitalis purpurea",1
"4496","Dilleniaceae undiff.",1
"4506","Dinoflagellata undiff. (cyst)",1
"4548","Diplocladiella scalaroides",1
"4550","Diploon-type",1
"4553","Diporisporites",1
"4579","Disperma-type",1
"4584","Dissotis-type",1
"4586","Distemonanthus benthamianus-type",1
"4590","Dobera glabra-type",1
"4618","Dombeya quinqueseta",1
"4628","Dorstenia kameruniana",1
"4629","Dorstenia zanzibarica-type",1
"4631","Dorstenia-type scaphigera",1
"4633","Dorycnium hirsutum",1
"4637","Douglasia",1
"4642","Dracaena afromontana-type",1
"4648","Dracunculus",1
"4664","Drosera intermedia-type",1
"4665","Drosera longifolia",1
"4674","Dryas integrifolia",1
"4688","Dryopteris cf. D. cristata",1
"4691","Dryopteris cf. D. goldiana",1
"4709","Drypetes molunduana",1
"4715","Duplopollis",1
"4721","Dysopsis",1
"4727","Echeveria",1
"4728","Echimonocolpites",1
"4729","Echinaperturites",1
"4730","Echinatisporis muelleri",1
"4733","Echinocereus",1
"4738","Echinophora",1
"4744","Echiperiporites aff. E. jutaiensis",1
"4747","Echiperiporites lophatus",1
"4750","Echistephanoporites ""annulatus""",1
"4751","Echites",1
"4752","Echitricolpites sp.",1
"4754","Echitriporites aff. E. trianguliformis",1
"4755","Echitriporites cricotriporatiformis",1
"4758","Echium cf. E. plantagineum",1
"4763","Echium/Onosma-type",1
"4764","Echium/Vincetoxicum",1
"4765","Echium/Vincetoxicum-type",1
"4766","Egeria densa",1
"4774","Eichhornia-type",1
"4783","Elaeagnus angustifolia",1
"4786","Elaeagnus macrophylla-type",1
"4814","Elsholtzia",1
"4818","Elytropus",1
"4825","Emmotum",1
"4835","Encalypta-type",1
"4848","Enicostema",1
"4849","Enicostema-type",1
"4854","Entadopsis",1
"4860","Entorrhiza",1
"4881","Ephedra cf. E. strobilacea",1
"4882","Ephedra cf. E. tweediana",1
"4912","Epicoccum",1
"4925","Epipactis palustris-type",1
"4933","Eranthis hyemalis-type",1
"4947","Erica cinerea/E. ciliaris",1
"4952","Erica multiflora-type",1
"4966","Ericaceae (large, triangular)",1
"5002","Eriocoelum-type",1
"5040","Erythrophleum-type",1
"5053","Escallonia myrtoidea",1
"5057","Escalloniaceae",1
"5058","Eschscholzia californica",1
"5067","Euastrum lacustre (type 332C, HdV)",1
"5073","Eucalyptus (type 13/18) undiff.",1
"5079","Eucalyptus (type 27)",1
"5081","Eucalyptus (type 30)",1
"5084","Eucalyptus (type 8)",1
"5107","Eucrypta-type",1
"5131","Eudicotyledoneae (tetraporate, Mauritius type 158, de Boer)",1
"5135","Eudicotyledoneae (tricolpate, echinate)",1
"5136","Eudicotyledoneae (tricolpate, fine reticulate, 35 µm)",1
"5146","Eudicotyledoneae (tricolpate, psilate)",1
"5149","Eudicotyledoneae (tricolpate, reticulate, Mauritius type 52, de Boer)",1
"5151","Eudicotyledoneae (tricolpate, reticulate, round, 23 µm)",1
"5153","Eudicotyledoneae (tricolpate, scabrate, Mauritius type 103, de Boer)",1
"5155","Eudicotyledoneae (tricolpate, scabrate, thick exine, 30-45 µm)",1
"5157","Eudicotyledoneae (tricolpate, tectate, Mauritius type 177, de Boer)",1
"5158","Eudicotyledoneae (tricolpate, type 10)",1
"5172","Eudicotyledoneae (tricolporate, elongated pores)",1
"5174","Eudicotyledoneae (tricolporate, fine reticulate, elongated pores)",1
"5180","Eudicotyledoneae (tricolporate, Mauritius type 12, de Boer)",1
"5181","Eudicotyledoneae (tricolporate, Mauritius type 181, de Boer)",1
"5182","Eudicotyledoneae (tricolporate, Mauritius type 185, de Boer)",1
"5183","Eudicotyledoneae (tricolporate, Mauritius type 319, de Boer)",1
"5187","Eudicotyledoneae (tricolporate, Mauritius type 342, de Boer)",1
"5190","Eudicotyledoneae (tricolporate, Mauritius type 51, de Boer)",1
"5205","Eudicotyledoneae (tricolporate, psilate, Mauritius type 166, de Boer)",1
"5214","Eudicotyledoneae (tricolporate, reticulate, large)",1
"5215","Eudicotyledoneae (tricolporate, reticulate, Mauritius type 130, de Boer)",1
"5223","Eudicotyledoneae (tricolporate, reticulate, Mauritius type 175a, de Boer)",1
"5224","Eudicotyledoneae (tricolporate, reticulate, Mauritius type 178, de Boer)",1
"5227","Eudicotyledoneae (tricolporate, reticulate, Mauritius type 191, de Boer)",1
"5234","Eudicotyledoneae (tricolporate, reticulate, Mauritius type 348, de Boer)",1
"5237","Eudicotyledoneae (tricolporate, reticulate, Mauritius type 356, de Boer)",1
"5244","Eudicotyledoneae (tricolporate, reticulate, type 228, Julier & Gosling)",1
"5249","Eudicotyledoneae (tricolporate, scabrate, Mauritius type 115, de Boer)",1
"5253","Eudicotyledoneae (tricolporate, scabrate, Mauritius type 345, de Boer)",1
"5254","Eudicotyledoneae (tricolporate, scabrate, Mauritius type 59, de Boer)",1
"5258","Eudicotyledoneae (tricolporate, short colpi)",1
"5260","Eudicotyledoneae (tricolporate, smashed)",1
"5266","Eudicotyledoneae (tricolporate, striate, Mauritius type 150, de Boer)",1
"5267","Eudicotyledoneae (tricolporate, striate, Mauritius type 87, de Boer)",1
"5275","Eudicotyledoneae (tricolporate, type 125, Hooghiemstra 1984)",1
"5276","Eudicotyledoneae (tricolporate, type 143, Hooghiemstra 1984)",1
"5277","Eudicotyledoneae (tricolporate, type 165, Hooghiemstra 1984)",1
"5279","Eudicotyledoneae (tricolporate, type 35)",1
"5280","Eudicotyledoneae (tricolporate, type 40)",1
"5287","Eudicotyledoneae (triporate, annular exine, psilate, cf. Celtis)",1
"5289","Eudicotyledoneae (triporate, echinate, Mauritius type 182, de Boer)",1
"5292","Eudicotyledoneae (triporate, Mauritius type 148, de Boer)",1
"5293","Eudicotyledoneae (triporate, Mauritius type 154, de Boer)",1
"5294","Eudicotyledoneae (triporate, psilate-scabrate, circular, 35-40 µm)",1
"5312","Eupatorium cannabinum",1
"5322","Euphorbia cf. E. palustris",1
"5330","Euphorbia hypericifolia",1
"5346","Euphorbiaceae (Mauritius type 88, de Boer)",1
"5347","Euphorbiaceae (prolate)",1
"5381","Evolvulus sp.",1
"5390","Exostema",1
"5391","Exothea",1
"5394","Extratriporopollenites apertus",1
"5401","Fabaceae (polyad)",1
"5432","Fabaceae cf. Astragalus-type",1
"5436","Fabaceae cf. Melilotus officinalis",1
"5437","Fabaceae cf. Oxylobium",1
"5438","Fabaceae cf. Oxytropis",1
"5441","Fabaceae cf. tribe Psoraleeae",1
"5442","Fabaceae cf. Trifolium",1
"5447","Fabaceae: Lathyrus-type",1
"5476","Faboideae (type E)",1
"5478","Faboideae (type G)",1
"5490","Fagales cf. Nothofagus",1
"5492","Fagaropsis angolensis",1
"5493","Fagaropsis-type (F. angolensis)",1
"5512","Faidherbia",1
"5524","Fallopia scandens-type",1
"5542","Ferula glauca",1
"5548","Ficalhoa-type (F. laurifolia)",1
"5551","Ficaria verna group",1
"5560","Ficus/Celtis",1
"5578","Filisphaera microornata",1
"5580","Fitzroya cupressoides",1
"5594","Floscopa-type",1
"5601","Foeniculum vulgare",1
"5613","Forsythia",1
"5620","Foveotricolporites sp.",1
"5621","Foveotriletes ""proximopsilatus""",1
"5623","Foveotriletes spp.",1
"5625","Foveotriporites sp.",1
"5627","Fragaria cf. F. vesca",1
"5640","Frankeniaceae",1
"5688","Fumana thymifolia",1
"5696","Fungi (black fruitbody)",1
"5698","Fungi (cf. type 19, EMA)",1
"5702","Fungi (cf. type 59, EMA)",1
"5705","Fungi (diad)",1
"5735","Fungi (type 144, HdV)",1
"5738","Fungi (type 16, UAB)",1
"5773","Fungi (type 312, HdV)",1
"5785","Fungi (type 365, HdV)",1
"5787","Fungi (type 370, HdV)",1
"5790","Fungi (type 39, UAB)",1
"5795","Fungi (type 404, HdV)",1
"5797","Fungi (type 4091, TM)",1
"5810","Fungi (type 47)",1
"5819","Fungi (type 52, UAB)",1
"5820","Fungi (type 52)",1
"5857","Fungi (type 77, HdV)",1
"5858","Fungi (type 778. HdV)",1
"5861","Fungi (type 817, HdV)",1
"5862","Fungi (type 82, HdV)",1
"5876","Fungi (type B)",1
"5878","Fungi (type D)",1
"5889","Funtumia-type",1
"5894","Gaertnera-type",1
"5908","Galanthus",1
"5918","Galiniera saxifraga",1
"5929","Galium verum",1
"5940","Garcinia staudtii-type",1
"5944","Gardenia ternifolia var. jovis-tonantis",1
"5945","Gardenia undiff.",1
"5975","Gemmapollenites sp.",1
"5990","Gentiana bavarica",1
"5991","Gentiana bavarica-type",1
"5994","Gentiana cf. G. purpurea",1
"5997","Gentiana cruciata-type",1
"6005","Gentiana olivieri-type",1
"6024","Gentianella amarella",1
"6030","Gentianella detonsa",1
"6033","Gentianella tenella",1
"6046","Geraniales cf. Geraniaceae",1
"6048","Geranium columbinum-type",1
"6051","Geranium molle group",1
"6053","Geranium palustre-type",1
"6068","Geranium-type (striate)",1
"6080","Gilbertiodendron-type (G. mayombense)",1
"6084","Gilia aggregata",1
"6096","Glaucium flavum-type",1
"6109","Globularia cf. G. alypum",1
"6120","Glomus-type",1
"6128","Glyptostrobus",1
"6137","Gochnatia",1
"6139","Gomortega keule",1
"6144","Gomphrenipollis minimus",1
"6146","Goniolimon",1
"6165","Gothanipollis",1
"6172","Granabivesiculites inchoatus",1
"6173","Granulatisporites sp.",1
"6213","Gunnera-type",1
"6221","Gymnanthes sp.",1
"6237","Gynandriris sisyrinchium",1
"6238","Gynatrix",1
"6250","Gyranthera",1
"6263","Haemanthus-type",1
"6272","Hakea microcarpa-type",1
"6293","Hampea trilobata",1
"6296","Haplopappus",1
"6298","Haplophyllum-type",1
"6301","Harrisonia-type",1
"6308","Hebenstretia",1
"6309","Hebenstretia dentata",1
"6337","Helianthemum cf. H. nummularium",1
"6368","Heliocarpus-type",1
"6370","Heliotropium cf. H. luteum",1
"6372","Heliotropium europaeum-type",1
"6374","Heliotropium steudneri",1
"6379","Heliotropium-type steudneri",1
"6390","Helotiales",1
"6397","Hemitelia-type",1
"6418","Heteromorpha-type",1
"6422","Heuchera",1
"6426","Hewittia scandens",1
"6433","Hibiscus fragilis",1
"6434","Hibiscus fragilis-type",1
"6440","Hieracium murorum",1
"6450","Hildegardia barteri",1
"6466","Hippophaë rhamnoides-type",1
"6475","Hoffmannseggia",1
"6479","Hoheria lyallii-type",1
"6486","Holosteum umbellatum",1
"6493","Homogyne/Tussilago-type",1
"6510","Houstonia",1
"6513","Hua gabonii",1
"6535","Huperzia petrovii",1
"6547","Huperzia serrata",1
"6551","Hura",1
"6554","Hyacinthoides-type",1
"6555","Hyalosphenia",1
"6561","Hydrachnidia",1
"6573","Hydrocotyle mannii-type",1
"6574","Hydrocotyle novae-zeelandiae",1
"6586","Hydrophyllum virginianum",1
"6587","Hydrostachys",1
"6612","Hymenoptera (type 913, HdV)",1
"6613","Hymenostegia",1
"6627","Hypericum calycinum-type",1
"6629","Hypericum coris-type",1
"6633","Hypericum gramineum",1
"6635","Hypericum japonicum",1
"6646","Hyphaene cf. H. thebaica",1
"6657","Hypoestes-type aristata",1
"6668","Hystrichokolpoma rigaudiae",1
"6685","Ilex verticillata",1
"6692","Illecebrum-type",1
"6702","Inaperturites (psilate)",1
"6703","Inaperturites sp.",1
"6704","Inaperturopollenites solimoensis",1
"6737","Insecta indet.",1
"6742","Invertebrata (type 101, HdV)",1
"6756","Invertocysta lacrymosa",1
"6784","Irvingia",1
"6806","Isoëtes cf. I. lacustris",1
"6813","Isonandra",1
"6827","Ixora-type brachypoda",1
"6832","Jacquemontia-type",1
"6835","Jamesonia flexuosa-type",1
"6850","Jatropha/Croton",1
"6853","Josephinia",1
"6876","Juncaceae undiff.",1
"6886","Juncus sp. (type 2.2, MI)",1
"6887","Juncus squarrosus",1
"6888","Juncus-type",1
"6941","Keetia-type (K. venosa)",1
"6950","Kickxia/Acridocarpus",1
"6982","Kohautia caespitosa",1
"6984","Kohautia-type",1
"7000","Labordia",1
"7006","Lacmellea aculeata-type",1
"7014","Ladakhipollenites sp.",1
"7018","Laevigatosporites ""annulatus""",1
"7020","Laevigatosporites catanejensis",1
"7022","Laevigatosporites neddenii",1
"7024","Laevigatosporites pseudomaximus",1
"7054","Lamiales",1
"7062","Lampayo-type",1
"7063","Lanagiopollis cf. L. crassa",1
"7067","Langsdorffia",1
"7084","Lappula",1
"7099","Laserpitium latifolium",1
"7105","Lasiosphaeria",1
"7107","Lasiosphaeria cf. L. caudata (type 63A, HdV)",1
"7112","Lastarriaea chilensis-type",1
"7118","Lathyrus filiformis",1
"7119","Lathyrus linifolius-type",1
"7127","Lauraceae-type (Ocotea)",1
"7135","Laurus nobilis",1
"7137","Lavandula (type 1)",1
"7141","Lavatera",1
"7146","Lecaniodiscus-type",1
"7147","Lecaniodiscus-type (L. cupanioides)",1
"7149","Lecaniodiscus/Lepisanthes senegalensis",1
"7151","Lecokia",1
"7185","Lepidagathis sericea-type",1
"7193","Lepidoptera",1
"7205","Lepistemon owariensis-type",1
"7208","Leptaulus daphnoides",1
"7240","Leucojum/Galanthus",1
"7246","Leucostegia immersa",1
"7271","Liliaceae-type cf. Crocus",1
